id,idade,curso,semestre,turno,experiencia_previa,distancia_km,tipo_instituicao,perfil_comportamental,feedback_entrevista,nota_prova_tecnica,churn
10885,18.0,3,1.0184212077583177,2,1,12.539409567505086,1,2,3,5.3290425508503425,0
10886,19.02735366434789,1,5.944414936348395,2,0,17.347718898613547,1,1,3,5.0363270092783745,1
10887,23.015242687686687,4,1.9508759247488021,2,0,12.597771137413638,0,2,0,6.324440112308686,0
10888,22.88052077187004,0,6.872064501606773,2,0,18.197111981040486,1,1,1,4.019048501317217,1
10889,20.939667635596013,3,1.0,0,1,15.7243196200561,0,3,3,8.971350419888497,0
10890,20.11645227369205,0,6.767311418627743,1,1,1.5110723799391557,0,0,1,7.137998302972061,0
10891,24.02213370265801,2,3.012548365980986,2,0,6.000229216776454,1,3,0,7.5064214791464146,0
10892,24.01941815199088,1,7.07682799210489,1,1,18.28397115453312,1,0,1,7.430380603604968,1
10893,22.07268997882137,0,4.998827014685675,1,0,12.302307040197627,1,0,3,5.097571986967246,0
10894,18.084841041658816,0,2.0631393296678744,1,0,15.23712003111574,0,0,1,8.293185450747265,0
10895,19.236487545060214,1,2.0102026145626364,1,1,20.560866173596846,0,1,2,7.300294621619679,1
10896,18.274584793947763,4,2.0543844702984813,1,1,24.616728558436442,1,2,3,9.380018017419257,0
10897,20.991809044353126,2,1.0639251684731144,0,0,6.874137819743543,1,1,1,9.63895740022355,0
10898,22.022097881690346,1,7.926223102671238,1,0,6.452535863210505,1,2,1,5.430918935981911,1
10899,19.1112537310121,2,6.968728606707991,0,1,2.4433832254044923,0,3,1,9.65167685369293,0
10900,25.0,3,5.1515861324514125,2,1,10.259644205628062,0,1,2,7.647473982418161,1
10901,18.07971721658036,0,1.1075502600786717,2,1,17.696245063519804,1,0,3,6.683122999242139,0
10902,22.101055372112633,3,5.234012572300122,2,0,27.024939257852715,0,3,3,7.07308024328551,0
10903,24.120925712980586,2,6.8063804734042135,0,1,19.289050536690965,0,3,2,7.470687891032766,1
10904,24.942054149618833,2,5.818534798144003,2,1,24.241886713750752,1,3,1,7.322731311270273,1
10905,24.09823395230927,2,7.86179588375333,2,1,19.762321292948304,1,1,1,5.460899692209793,1
10906,21.976298962111112,0,1.0,0,0,22.026478555931902,0,3,1,8.843225510478325,1
10907,20.84802572147619,3,4.20077380426327,0,1,5.36008330935102,0,1,2,7.22592416038895,1
10908,18.040316327998433,1,2.273174022513879,2,0,4.0533274836321525,0,1,3,5.35440185452699,0
10909,23.16705464711309,1,6.044205144826576,2,1,15.442658454787646,0,2,2,8.885570282309121,1
10910,18.059826926384048,2,5.842118731668699,0,1,25.384861855906596,1,1,3,6.34635407700971,0
10911,18.969031108672535,3,1.8932840002762161,2,1,27.045162633664376,1,3,3,5.953890383052777,0
10912,23.16609806613933,0,2.0495618118470063,0,0,7.564105662885927,1,1,2,9.127599402983735,1
10913,21.863771754124983,1,3.9323677277414992,0,0,15.978672149541874,1,2,3,5.62986267643362,1
10914,18.0,4,1.8700699132924317,1,1,30.0,0,2,2,7.586335732211556,1
10915,22.959656445006907,2,8.0,1,1,0.7075789391582576,1,2,2,7.607977081277886,1
10916,20.10970480419808,4,1.0165906189796403,2,0,30.0,1,0,3,4.4981464742871005,0
10917,18.90949046220665,3,7.055200089001056,0,1,27.70276491438903,1,2,0,6.612372034180084,0
10918,25.0,4,5.094306585028392,1,1,26.54755568447736,1,2,1,6.210344829105208,1
10919,18.0,3,8.0,0,1,1.1597323558186674,0,1,0,5.610865552791164,0
10920,19.967455468045692,0,2.8529170962186448,1,0,15.206667075824953,0,3,1,7.720797776506886,1
10921,19.071541910668905,4,1.9850784418667844,2,0,18.445273559466496,0,0,2,6.797603597947238,1
10922,25.0,2,1.8999157392686379,0,0,16.064570637073473,0,2,0,5.650460288228094,0
10923,24.17626429165763,3,4.064306523808015,2,0,19.194954937408312,1,1,2,6.772642522075035,1
10924,22.91678420411347,1,1.0,0,0,4.080879652168788,0,2,3,6.65778438216649,0
10925,20.806803210390882,4,6.121786032324274,1,1,5.160591762379554,1,0,3,7.2787389243219565,0
10926,20.044517595845775,1,4.928435098845886,0,1,28.406868472747387,0,2,1,6.883118400703433,1
10927,23.85270742312883,4,8.0,1,0,5.304001932962667,0,0,2,5.681359373058373,1
10928,21.00567206711914,0,1.0505773438290409,2,1,29.290500709055728,0,1,0,5.211588853959273,0
10929,23.254785294223062,2,3.0904803572903665,1,1,5.9271325465729605,0,2,2,6.515149373475849,1
10930,19.99566319572317,0,4.027326079785298,1,0,4.581060794276384,0,3,3,9.083972158876088,0
10931,22.86166416448357,2,6.125615343521122,1,0,7.687388082526568,0,1,1,9.968529011157543,0
10932,19.106623839606733,0,4.962005872037113,2,1,23.046205033203456,1,3,2,6.697260796063551,1
10933,24.05801550905337,2,7.8705676782433045,2,1,20.06641805664508,0,0,2,4.526199689119024,1
10934,18.0,3,3.0281422059822654,2,0,7.243196671722259,1,2,0,5.069810116278307,0
10935,24.83949588816031,0,7.00666524826053,0,0,10.435040033231717,0,0,0,7.63596559205459,0
10936,18.914287398878816,3,3.293399399139021,2,1,20.610268044454752,0,0,0,8.256911487847,0
10937,23.049969128180294,4,8.0,1,1,18.198073321327488,1,3,0,7.9060321056171725,0
10938,18.942297899995467,1,3.1173759655281374,1,0,9.099357020241564,0,2,0,9.66927015056673,1
10939,23.986913649276435,3,4.069453664146731,2,0,25.847618644224024,0,2,3,5.807396227420636,0
10940,21.92854932161484,1,4.892515175352621,0,0,25.796169393253436,1,2,2,6.788596881285941,1
10941,22.846793793692274,2,7.16128176904356,0,1,1.2732864909479291,1,1,3,9.267177644917577,0
10942,18.104835742226314,2,6.995897892598892,0,0,20.582164274687084,1,3,3,4.443201603411624,0
10943,18.907714007697283,1,1.0,2,0,11.09804912248884,0,2,0,9.35295775465235,1
10944,23.21318776008939,1,7.943926571410099,2,0,26.928583644259398,1,0,0,8.061804526613077,1
10945,22.84160792750644,1,7.145256072036062,2,0,13.130625172687125,0,2,0,7.206068670220385,1
10946,24.150118224934598,1,4.93465100502702,0,0,8.586077921704737,1,3,0,7.969236480344688,1
10947,18.057569217516324,0,7.883219856321399,2,0,20.958435875151856,1,0,3,6.289273224347118,0
10948,23.10173564914875,1,1.0,1,0,18.096886364678124,1,2,0,7.190879837672281,1
10949,18.91005327915944,0,2.8446599646315835,2,1,1.9604343653883005,0,3,3,5.09434014147658,0
10950,22.01745689069535,1,7.986103393715653,0,1,3.781138271512762,1,0,3,7.430367768787277,0
10951,19.998272435918356,3,1.9020203855150404,2,0,14.396997297956979,1,1,1,7.058254129689178,0
10952,21.80577935681483,0,2.0918836854119323,0,0,12.864700357560851,1,0,3,7.003790688573289,0
10953,24.00319230524978,4,8.0,2,1,23.630431558789713,1,2,3,9.625465951895618,0
10954,20.09942240282262,3,5.344360058444331,1,1,7.253641141367543,1,2,2,8.622562318957446,1
10955,18.0,4,2.948305592433166,0,1,13.075534523361668,0,3,3,9.892544732671345,0
10956,23.13348058817508,2,6.9414967690823755,2,1,19.0980200231143,0,3,3,7.769439241279293,0
10957,25.0,0,7.178382068168273,1,0,19.84731112469507,1,0,2,8.781225356684537,1
10958,20.895690573049443,4,2.975724072786497,2,1,23.680468798137056,0,0,3,9.601297480790763,0
10959,25.0,0,2.176405359918226,2,0,18.973635466059545,0,3,3,5.845287999832523,0
10960,18.0,2,5.065464160178959,0,1,19.690037734170904,0,3,0,6.6803031513827955,0
10961,18.272736671869684,4,4.077162102818394,0,0,5.458905552006817,1,0,0,4.336806019306113,0
10962,20.020947615423694,2,7.956543511360105,0,1,29.83830816776168,1,2,0,7.871867456694491,0
10963,18.0,2,1.0,0,1,10.730545967239506,1,2,0,6.444148271202966,0
10964,25.0,3,7.939913151880458,2,0,23.696050515561275,0,0,0,6.066603411106359,0
10965,22.97036149745194,4,7.113082969994259,2,1,12.534172762474787,0,1,0,5.553949988581778,0
10966,18.0,2,6.015335517481424,2,0,12.705377978212532,1,0,3,7.630813089075115,0
10967,20.792363785062044,2,1.038688385810525,0,0,8.65163861681189,0,1,3,6.957278320276452,0
10968,23.948858489910528,1,8.0,2,1,24.67997864317391,0,0,0,9.75225887611262,0
10969,21.92035358990339,2,3.1576502402289983,1,0,28.900241064346456,0,1,1,8.126135714439512,1
10970,23.017251144733084,4,1.923313608222598,2,1,12.610525395717685,0,3,1,9.315603488901807,0
10971,21.926053106074008,3,5.1343500258456585,0,0,11.280445409468681,1,2,2,7.524542469001647,1
10972,21.903755999676573,4,4.142549956952798,2,1,27.19596024272605,1,3,0,8.327731836879865,0
10973,23.90755449055557,2,8.0,0,1,17.180612693654396,0,1,0,4.879398043307693,0
10974,19.779565685316758,0,1.9191881542696905,0,0,3.767618523556896,0,2,1,9.864003917632905,0
10975,23.9824466727465,0,1.0,0,0,19.950192680993812,1,2,1,5.266141280752643,1
10976,18.0,0,7.870471193999954,2,1,7.690881659551258,0,2,0,7.010082357778541,0
10977,18.0,0,1.8948534228997744,2,0,19.56405595058103,0,0,1,6.108380184918922,1
10978,19.067525799319,3,3.9393046897592257,1,0,23.512139069450622,0,3,2,5.92436892498287,1
10979,19.952907846474655,3,4.783350392523728,1,0,2.5261165690387193,1,0,0,6.213017622310893,0
10980,20.200245089337376,4,7.933458991672667,0,0,2.826607821206532,1,1,2,4.64494024348118,1
10981,24.79770153587295,2,2.1295006281874067,0,1,28.006744723185616,1,0,0,8.1200134742021,0
10982,22.969294486519196,2,1.0888731396535096,2,1,9.079114670084056,0,2,2,4.7556679806559154,1
10983,22.064226050526887,0,1.0,0,0,6.944993873980381,1,0,1,4.330490621499704,0
10984,20.112691812356868,1,2.1110327127703195,1,1,8.43245076540738,0,3,3,8.641566635246093,0
10985,18.0,0,7.937310269838859,1,0,16.17080317499565,1,1,0,9.240025244363405,0
10986,20.932194113677443,0,6.982826373982854,0,0,20.40322173413005,1,2,0,8.443763829759277,0
10987,20.977939131899035,0,2.092611699471992,2,0,12.39945882082375,0,1,3,5.212911183717004,0
10988,19.02596418574244,4,3.981687408045632,0,1,23.807337816678153,1,1,0,8.920644275146289,0
10989,23.1828529175264,4,1.0,1,1,23.645527745663582,1,2,1,9.42383795785985,1
10990,21.896046081220025,3,4.951644613106947,1,1,17.785883235567233,0,1,3,5.659511836706662,0
10991,22.253530745582594,4,3.815886687472978,1,0,6.984484167540645,0,1,1,9.803438124933175,0
10992,19.17504224458267,3,2.767920604334773,0,1,13.558366418847774,1,2,1,5.276723759046781,0
10993,20.745063421050272,4,8.0,1,1,9.832391373628578,1,0,0,9.41202401329738,0
10994,20.98634943917908,3,1.9883676629034102,0,1,9.714188676417201,0,3,3,9.08391865375742,0
10995,21.0663234830274,1,1.9767301514617772,2,1,25.18206588361093,0,3,0,5.765657517690132,0
10996,19.00076017411138,3,2.9248174568139835,1,1,6.562741264046019,0,2,0,8.827644368496852,0
10997,22.94222590997516,1,4.9482877509080625,2,1,21.980633193683715,0,3,3,5.599231893257934,0
10998,22.042919721798835,1,6.715969117893767,1,1,19.11056301205282,1,1,1,5.943690086284827,1
10999,24.237367999644626,2,8.0,2,0,6.888387647572504,1,0,3,4.104418628940718,0
11000,18.0,2,1.0377887437444344,1,1,11.260080175972284,0,1,1,6.8506341779669135,0
11001,21.962970094378186,1,1.0,0,1,1.8878386533068499,0,1,1,6.755373090710471,0
11002,19.96117999733582,2,4.967891156462258,1,1,27.12135309398239,0,2,2,9.659478852253622,1
11003,20.107222494390854,3,3.954904676372987,1,1,4.160047668992968,1,1,1,4.0,0
11004,23.043131501785233,4,1.8993097875464953,2,1,27.65353409374874,1,0,1,7.629079048832951,1
11005,19.161045436547514,3,8.0,2,1,19.44013867711677,1,3,1,4.0,1
11006,18.06891111821687,1,1.8923595494188623,0,1,4.398217450072713,0,3,0,8.870644455785104,0
11007,23.75800352024674,4,7.180917916387573,1,0,19.830132835541058,0,3,3,4.509717315476248,0
11008,23.08617559390472,2,4.112771688085785,2,0,16.46009741783226,1,0,1,9.357236944377725,1
11009,25.0,0,2.9895926887069244,2,1,19.758568975653702,0,0,0,6.854766931572704,0
11010,22.830344452028196,1,6.834250284207973,0,1,14.471647426193506,0,0,1,4.227274529473743,0
11011,18.0,3,4.001080834172885,1,0,9.034158098706344,1,3,1,5.800579251199497,0
11012,22.954583059245532,2,7.093742886380604,1,1,29.25086576483012,0,1,2,5.600218726499568,1
11013,18.933678004302582,4,3.9922848094970043,2,0,14.999538871396785,1,0,0,4.637147213331821,0
11014,19.08032772118873,3,2.0372565866656998,1,1,9.385630397254634,1,0,0,8.927489554500001,0
11015,20.997531974775285,0,2.155136412925081,1,0,25.147525715402296,0,2,2,5.989743910073568,1
11016,21.027394046973235,0,5.065291905355115,2,1,22.394155743897127,1,1,1,4.237923298860036,1
11017,23.04047524978942,3,1.035631313139203,2,1,14.310431653405024,1,2,0,5.966582430651143,0
11018,21.888525871242894,2,3.857092364675299,1,1,15.000765932572971,1,0,1,4.015008100200507,0
11019,22.789676105761917,1,5.346493834260038,0,0,15.380369474492776,1,1,1,4.211145214887099,1
11020,21.779028089292478,4,1.89448885095922,2,1,17.368859812401396,0,3,1,4.563926114103312,1
11021,21.913900648902732,2,3.0051087958746843,1,0,9.81623715421966,0,1,2,4.819722018693337,1
11022,20.131831049032783,4,7.064983947419375,2,1,14.359218036097216,0,3,3,6.913628305907877,0
11023,20.882893796331576,4,7.855784094611014,1,1,29.109965874143327,1,0,1,9.76271832979902,1
11024,23.130024195666575,1,5.2782942179001235,0,0,1.5950247629814465,0,2,2,7.316345166744809,1
11025,24.02822015552346,2,2.154817120835775,0,0,8.610754747882032,1,3,0,8.086267055270326,0
11026,24.07829201130497,3,4.848250209841968,2,1,29.56597758401764,0,0,1,6.086270639883658,1
11027,24.157775457504336,2,2.0221848074829922,0,1,9.260759875580193,1,2,3,4.113674292335469,0
11028,24.0834504060468,1,3.8623607243866376,1,1,5.064859639409998,0,1,2,8.243777083027652,1
11029,18.066135881107837,4,1.1368928360989718,0,1,20.53187745900697,0,1,3,8.787628372746859,0
11030,20.214595703903495,4,6.032114659504386,2,1,29.711339740162746,0,0,2,6.9021603358752985,1
11031,21.132106217596885,4,6.808242745973061,1,0,26.53758927996704,0,1,0,8.457349795285985,0
11032,21.06629444132149,1,6.1684123095071,0,0,16.402661993380875,1,3,1,6.629087235173407,1
11033,24.03982821596514,1,3.0448621366731756,2,1,13.190851529699335,1,1,1,9.443561764830365,0
11034,23.90014659171487,4,5.0838849984972,2,1,1.7584982933916995,0,2,3,6.698414486878975,0
11035,21.977223690331286,2,5.245081529856149,2,0,3.7957967201222638,0,2,0,7.100974766966758,0
11036,18.85689606693825,1,7.8576766933088535,0,1,9.624949877359082,1,3,3,9.814115507860297,0
11037,20.093891598521076,3,1.07431270004742,0,0,2.329825721203977,0,2,3,7.023012506531311,0
11038,25.0,2,5.996141848589805,1,1,4.273970234559345,0,0,0,8.098354185862236,0
11039,22.17208070222992,0,8.0,2,1,27.62495255784598,0,2,3,8.594271078579553,0
11040,18.03571274048992,1,4.93861872605313,1,0,29.09786051343093,0,0,3,6.06509756286589,1
11041,19.97008719604529,0,6.81958310563528,1,0,6.6660119267709526,1,2,0,9.803514744729025,0
11042,21.009223884378248,0,8.0,2,0,10.463085741594801,1,2,0,7.716995226229148,0
11043,23.920526308821657,3,3.228467680743171,0,1,3.54770220414102,0,2,1,5.258589625758587,0
11044,21.952953027977152,3,5.9259542053539205,2,0,21.053095149857484,0,0,1,4.101894120227334,1
11045,25.0,3,1.9662616238517938,2,1,14.806040741511643,0,3,3,6.567377297351427,0
11046,25.0,3,5.144789678117178,1,0,16.936592061330373,0,2,0,5.4007813956569715,0
11047,22.002766558303275,2,4.234944017309985,1,1,17.975952579063783,1,3,0,9.291985543704422,0
11048,23.020513937936354,3,5.1587938609175366,2,1,20.05066635690491,0,0,1,8.574016233467258,1
11049,22.157290071408077,0,6.999629733170811,2,1,9.255818793496527,1,0,2,9.545708569909818,1
11050,25.0,4,1.965981785683227,0,0,25.242756164798475,1,2,0,8.853559754526216,0
11051,24.968532529214087,2,4.861681947206796,0,0,26.174281120553385,0,3,1,5.183244143628298,1
11052,21.991801626125522,4,1.8122033518816714,0,1,26.948176656497964,0,3,3,9.400213155704689,0
11053,20.04539329103852,0,7.1996939511818905,0,1,22.612067357524207,0,3,2,8.702225471536547,1
11054,22.99297982257263,1,2.001876850181352,2,1,16.87907851066596,1,2,0,6.576304171168211,0
11055,22.07884391058253,4,2.9988615487444843,2,1,4.5222332217564,0,3,2,5.594558087176571,1
11056,19.16014369363311,0,2.7494692531307217,2,0,13.512775773884037,1,3,0,9.561458016753077,0
11057,23.026182764073166,0,3.0898257028572425,1,0,15.9624729971658,0,1,1,6.050168155751472,1
11058,22.954714340716095,3,6.270340483302286,0,1,4.731214510982719,1,3,1,8.135565020423867,0
11059,22.932038519733,2,2.7840836198167898,0,1,4.921869485635259,0,2,1,7.656492767632194,0
11060,19.756148353490183,3,1.0,0,0,13.923443221065284,1,1,3,5.144245635058037,0
11061,19.970490313737866,2,1.9461944229788335,2,1,2.507617820252458,0,0,1,4.294571390422296,0
11062,18.156160292171098,2,7.772063959162228,2,0,17.686999356992835,1,3,2,8.052155483307756,1
11063,19.104352795888037,1,7.09682431632851,1,0,11.71646126658784,0,2,3,8.397326435772374,1
11064,20.057930233226077,2,7.99506021813116,2,1,10.456918177802642,0,1,1,4.775359543403835,0
11065,18.99573915733821,0,6.96081523957855,0,0,7.512165192433129,1,1,2,5.69038715489635,1
11066,21.96283306621538,1,6.945839322427259,0,1,17.734072826470925,1,2,0,5.173457927126455,0
11067,19.910258655100353,2,1.9704896267716634,2,0,21.616005674995762,0,0,0,7.811668813311672,0
11068,18.962120763295076,0,4.88819672644644,0,1,25.388914030194844,1,0,3,8.153764298607959,0
11069,18.0,1,7.051075721714616,1,0,2.1994854441858247,0,3,1,8.52526794584356,1
11070,25.0,2,6.050213569243661,2,0,23.976811781915714,1,0,2,4.846182953774527,1
11071,20.189142993276754,3,1.8285771800176163,1,0,28.85975552504426,1,2,1,6.039938600134708,1
11072,20.927519798736757,2,3.044129844718471,2,0,18.712253771961667,0,2,0,7.041726159490583,0
11073,20.97568887057815,3,7.955246445932962,0,1,14.721396953348776,1,0,0,5.387792502376569,0
11074,18.895349883953727,2,4.085786933559048,0,1,13.811293126929282,1,1,2,4.4295630467790605,1
11075,24.94745076224079,0,5.9680588093497455,1,1,22.35054420179422,1,3,0,8.40033699800527,0
11076,23.03975828568649,2,3.0135803822980303,1,1,16.36862572917463,1,0,2,8.071256366185127,1
11077,19.909861154647466,1,7.090357856000817,1,0,5.341472789758516,0,3,0,7.103953538771631,0
11078,21.981327915874296,0,7.988408687394186,0,0,25.26883004644451,1,3,0,9.063481259590878,0
11079,18.93046199910862,4,4.904986670480089,1,1,1.3129154190429746,0,1,2,6.095182180967544,1
11080,22.94014779727757,1,4.930664314273884,0,0,8.189965351730923,1,3,2,7.270799305996054,1
11081,20.1465547782689,4,1.0,0,1,5.931483558981851,0,0,1,4.251354530271171,0
11082,22.917160755990174,4,7.984954318126249,0,1,7.921264687659934,0,2,2,9.214248557758358,1
11083,24.95995138098153,2,6.016173373677888,0,1,16.626190557999436,1,1,2,9.125337391927236,1
11084,19.175411696483113,0,2.956966263243409,0,1,23.416211107775336,0,1,1,7.488904180724384,1
11085,22.026709924683264,3,4.020017661055956,1,1,8.7541609903834,0,0,1,9.047928045256224,0
11086,21.906932853249515,3,7.028017139293525,1,0,6.671195162217515,1,0,0,9.863892680562593,0
11087,20.121181074022527,1,8.0,1,1,29.045190136236485,1,1,2,10.0,1
11088,23.80646728253756,2,4.212164319947141,2,0,9.168502482889096,0,1,3,4.9017187819027805,0
11089,21.044349687515197,3,3.937824971470642,0,1,15.222797828078598,1,1,0,4.0,0
11090,25.0,0,4.864035491478105,2,0,22.417339067706994,1,0,3,8.82747993661747,0
11091,20.969225333800683,2,1.0515279546062668,2,1,26.53009098258161,1,1,0,5.65745475303551,0
11092,20.14064272286497,4,3.0590368353891577,2,0,30.0,1,1,2,9.799225580254825,1
11093,23.154350570120055,3,6.879649318423113,2,0,23.794700406845426,0,2,2,5.1350910271172,1
11094,22.078038375608546,1,3.098321218972934,2,0,21.171551019579134,0,0,1,6.2209026406168215,1
11095,23.830017355319484,1,7.984263879016797,2,0,22.32247679836421,0,1,0,4.5692180377508596,1
11096,21.88825631528063,4,8.0,0,1,10.521447302605862,0,2,2,6.493231179333023,1
11097,18.947995539191993,2,8.0,0,1,7.523903042425889,0,0,1,7.267583293870862,0
11098,23.099520589211448,1,5.04414805770279,2,0,13.47069763130746,1,3,2,5.602517881753178,1
11099,18.92144445381369,4,1.7848816999062729,0,1,21.39723444707361,0,2,0,8.023031626986796,0
11100,23.99723660186528,4,6.84068079581857,2,0,14.105888152037117,1,2,0,4.316764010231796,0
11101,20.057321124048286,0,3.8393455995649473,2,0,7.651115579871885,0,2,1,6.763937793110391,0
11102,22.029505421946116,1,7.993798186244184,2,0,29.25268869657873,1,1,3,5.259023512755303,1
11103,21.069576031060276,2,6.0801859943153636,2,0,24.994261793208842,0,3,3,9.873119554130772,0
11104,23.872810024268944,2,1.0269335613716493,0,0,23.56866467331008,0,1,3,8.52967422191094,0
11105,24.880088466777476,4,4.983758526655415,2,1,8.293095107936686,1,0,1,4.359939016649823,0
11106,25.0,1,3.9178738901144397,1,1,3.454765084052879,0,1,0,9.384814809361545,0
11107,24.9967545034935,3,5.91125538993022,1,0,1.1580388429952753,1,2,3,7.917946749110678,0
11108,21.98794240189787,3,6.02811642187253,1,1,27.1953150144674,0,0,0,6.5157610518322935,0
11109,20.711625577445712,1,5.205122060509464,2,0,12.624076864932707,1,0,1,6.440951928711602,1
11110,25.0,3,5.965968625382854,1,1,24.486858660410558,1,1,0,7.3376981334277795,0
11111,19.98429228506366,3,3.98470359790271,0,1,2.0885965003327103,1,2,3,7.806851294572842,0
11112,22.935280261777724,1,2.135203911734054,0,1,5.8545645833565905,0,3,3,4.904500405116968,0
11113,24.170827076247367,0,4.180410583386651,0,1,23.53564244026085,0,0,0,4.1725603576908865,0
11114,25.0,4,4.9959955181131335,0,1,18.033900262532097,0,3,3,5.274772379046932,0
11115,22.9173057164299,1,4.900087524593473,2,0,11.588421653462719,1,2,1,6.284292201637232,1
11116,19.933322955760385,0,7.930801286695751,2,0,24.856223956494365,0,0,1,4.468075714987488,1
11117,25.0,2,5.968447450999007,1,1,4.2967819450062885,0,0,0,8.346078270459131,0
11118,20.943548598139696,3,8.0,0,0,7.947505351645799,0,2,0,5.577176476349454,0
11119,22.953551773583154,2,7.667194775361422,1,1,22.382817189440765,0,1,1,6.732331736135556,1
11120,23.214975652801357,0,2.9668976446343347,2,0,24.597849248340648,1,3,3,6.834893418891799,0
11121,21.089726189059476,4,4.8773721037109175,1,1,14.66175324766025,0,0,2,6.1470842264339085,1
11122,19.754341855978254,1,2.07313599562984,0,0,22.616244024372023,1,0,2,9.340990578094372,1
11123,19.914691572536494,0,1.0,2,0,6.23404282497092,1,2,2,6.117531395073,1
11124,19.92709283658479,4,8.0,2,0,4.093895015751018,1,0,0,8.224644946613408,0
11125,21.154593801838487,1,2.9677672721261477,0,0,9.27802446115682,0,1,1,9.615514645528481,1
11126,19.938833107061956,2,4.9533624262573674,0,1,26.379120551346254,0,0,1,5.19019353098714,1
11127,21.94124639581836,1,4.0622708731739525,1,0,12.334503514281666,0,2,1,8.752270820773374,1
11128,21.191801704735475,3,1.9583349792978413,2,0,1.4331313227185225,1,0,2,5.876100820115826,1
11129,18.884861066493375,1,3.037604124580855,0,1,5.689811546051715,1,1,2,4.364290240100974,1
11130,18.98698417905516,3,5.9614152469466966,1,1,23.856307914410177,1,1,0,4.537486101044142,0
11131,19.868169594235322,2,2.9370116322575033,2,1,7.114505766902956,1,1,2,4.166184965945015,1
11132,18.99050255298451,2,1.0,0,1,19.37784572234786,1,3,2,8.085523371806138,1
11133,21.00812470747733,2,2.8884684494141144,1,0,6.7916162264864,0,0,1,5.047684171463181,0
11134,22.88068580655028,3,4.927250518221949,1,1,18.41761651146801,1,3,0,9.14952386102406,0
11135,24.901178729012287,0,8.0,0,0,20.37116241281303,1,0,1,7.852547052468121,1
11136,18.99889332541906,1,5.916096969575181,0,0,11.907918406279785,1,1,0,9.649085042409954,1
11137,19.08650007573825,4,1.9167830305722788,0,1,19.34865202883605,0,3,0,5.966916895482633,0
11138,21.997436803558987,0,5.024852600826198,2,1,3.9053454770912013,1,0,0,9.854165979327574,0
11139,18.92209400650981,1,5.094188227225075,0,0,29.47012511352409,1,0,0,9.468648948977842,1
11140,18.73238025875062,1,3.0330455839773465,0,0,20.76310682004589,0,3,2,6.993899279084668,1
11141,21.068698050095737,3,1.0406425942070519,1,0,27.965609281549792,1,2,2,7.307846742736949,1
11142,24.005234190548602,3,1.8771783433858629,1,1,14.276381122137773,1,0,3,6.610652925626308,0
11143,19.75718240224971,0,4.067599941801384,1,0,24.436830217661836,0,3,3,9.748659454960784,0
11144,22.992743247959382,3,1.0,2,0,19.423379676111672,0,1,3,8.84035026674674,0
11145,24.92574844149607,0,8.0,1,0,24.350805989260525,0,2,3,4.341198000074116,0
11146,23.062472035695553,1,4.939670045143973,1,1,18.855112662661753,1,0,1,7.747483567258083,1
11147,24.94264223976428,1,3.125061690516553,1,1,29.6147171990039,0,1,0,9.974835461983066,0
11148,23.991333191161676,4,7.043999119624308,1,0,15.274137467225785,0,2,0,5.4839942922733895,0
11149,19.84618192198498,3,8.0,2,0,6.858453384016643,0,3,3,6.381405029749791,0
11150,22.030757656066008,1,2.138590406301476,0,0,4.360963263298758,1,1,0,9.519516583037921,0
11151,21.126606574725802,2,2.801151391439955,1,1,29.488006994433107,1,1,1,9.831098973049766,1
11152,20.201059813029943,0,1.1609675241518451,2,0,5.917712648931602,1,2,2,6.350784206239764,1
11153,23.88170000579417,0,1.0,2,0,17.55720572884407,1,0,1,9.327786388714188,1
11154,25.0,1,3.2120918421228333,0,1,23.508923696422134,0,2,1,4.792368635437172,1
11155,22.002580566011886,4,4.066985040442046,1,0,14.534660571625407,1,2,1,8.94106801870149,0
11156,20.227771061247218,0,7.132057902552378,1,0,3.252264358939507,0,0,3,4.69738288668141,0
11157,24.05694536263345,2,7.969821717010555,1,0,8.153330592366858,1,0,1,6.832207851653474,0
11158,18.951623222272776,4,6.027667967802419,1,0,20.103125948565747,0,2,2,9.661703437933575,1
11159,20.983635274548853,1,8.0,2,1,6.701359792060595,1,0,3,8.68836121903488,0
11160,23.07228473193804,4,3.872051079226102,1,1,19.93500985915773,1,0,3,7.714201545339754,0
11161,22.13360506005541,4,7.3288728278637665,1,0,9.402916961248733,1,3,2,6.274163034035646,1
11162,23.930156352675407,3,2.0505405073737686,0,1,8.89637343673135,0,3,2,7.864756073517378,1
11163,19.167784631571937,0,2.963637882171946,2,1,2.3190846279424098,0,3,3,5.065506481544109,0
11164,24.917503851391725,3,2.0379216108211504,0,0,4.28194158512151,0,3,0,9.820319092013596,0
11165,22.04735124260479,2,2.7867484110278453,1,1,10.121151240785641,0,1,1,9.292770916124145,0
11166,21.837988334982896,0,1.0707953838886752,2,1,5.345034371276691,1,3,1,7.6800938378652654,0
11167,19.97830376202843,3,8.0,1,0,4.74213862388257,0,3,0,7.672618440099303,0
11168,24.848287385808376,3,6.05041968992334,0,1,12.73945623534261,0,0,3,6.896249775064584,0
11169,24.019553208788633,4,3.064558555951547,1,0,25.102768387185577,0,0,0,7.5392736848844875,0
11170,22.02111638903178,3,7.148286959055768,1,0,18.624881000974035,1,2,3,4.707697555611422,0
11171,18.0,0,3.1478402911138734,1,1,18.243237687246506,0,1,0,6.954223053383845,0
